GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
profesores,es.iespuertolacruz.daniel.Exception,ProfesorException,9,0,0,0,4,0,2,0,2,0
profesores,es.iespuertolacruz.daniel,Lista,5,34,1,1,1,10,1,5,0,5
profesores,es.iespuertolacruz.daniel,Profesor,42,34,9,1,12,11,8,6,3,6
